District_Name,Market_Name,Month,Year,Rain,Modal_Price
BENGALURU URBAN,Kanakapura,September,2020,235.2,3000
BENGALURU URBAN,Kanakapura,March,2015,30.6,500
BENGALURU URBAN,Kanakapura,February,2015,11.13,750
BENGALURU URBAN,Kanakapura,February,2016,13.06,800
BENGALURU URBAN,Kanakapura,January,2015,0.06,800
BENGALURU URBAN,Kanakapura,August,2015,49.8,900
BENGALURU URBAN,Kanakapura,February,2016,13.06,900
BENGALURU URBAN,Kanakapura,March,2017,58.28,1000
BENGALURU URBAN,Kanakapura,May,2015,49.8,1250
BENGALURU URBAN,Kanakapura,June,2015,49.8,1500
BENGALURU URBAN,Kanakapura,May,2015,49.8,2800
BENGALURU URBAN,Kanakapura,January,2015,0.06,800
KOLAR,Kolar,February,2018,4.9,400
KOLAR,Kolar,January,2018,0,400
KOLAR,Kolar,May,2018,134.5,413
KOLAR,Kolar,December,2017,97.33,467
KOLAR,Kolar,November,2018,11.9,567
KOLAR,Kolar,November,2018,11.9,633
KOLAR,Kolar,March,2018,51.7,434
KOLAR,Kolar,February,2018,4.9,467
KOLAR,Kolar,December,2017,97.33,534
KOLAR,Kolar,May,2018,134.5,600
KOLAR,Kolar,September,2018,113.3,600
KOLAR,Kolar,November,2018,11.9,600
KOLAR,Kolar,October,2018,75,667
KOLAR,Kolar,April,2018,21.9,667
KOLAR,Kolar,September,2018,113.3,667
KOLAR,Kolar,August,2018,41.3,667
KOLAR,Kolar,November,2018,11.9,700
KOLAR,Kolar,April,2018,21.9,734
KOLAR,Kolar,August,2019,82.7,833
KOLAR,Kolar,December,2018,6.3,933
KOLAR,Kolar,August,2018,41.3,1000
KOLAR,Kolar,August,2018,41.3,1000
KOLAR,Kolar,March,2019,0,1333
KOLAR,Kolar,July,2018,42.3,1334
KOLAR,Kolar,April,2018,21.9,834
KOLAR,Kolar,March,2015,156.99,670
KOLAR,Kolar,June,2020,76.9,933
KOLAR,Kolar,September,2019,127,1000
KOLAR,Kolar,July,2018,42.3,1000
KOLAR,Kolar,September,2019,127,1133
KOLAR,Kolar,August,2019,82.7,1000
KOLAR,Kolar,July,2018,42.3,1167
KOLAR,Kolar,April,2019,75.5,1200
KOLAR,Kolar,March,2019,0,1334
KOLAR,Kolar,April,2019,75.5,1333
KOLAR,Kolar,January,2019,6.7,1334
KOLAR,Kolar,June,2019,68.9,1400
KOLAR,Kolar,March,2019,0,1533
KOLAR,Kolar,March,2019,0,1167
KOLAR,Kolar,August,2019,82.7,1267
KOLAR,Kolar,January,2019,6.7,1667
KOLAR,Kolar,May,2019,96.6,2067
KOLAR,Kolar,July,2019,36.1,1833
KOLAR,Kolar,June,2020,76.9,1867
KOLAR,Kolar,July,2019,36.1,2400
KOLAR,Kolar,July,2019,36.1,1933
KOLAR,Kolar,December,2016,52.7,434
KOLAR,Kolar,April,2020,67.4,300
KOLAR,Kolar,March,2015,156.99,320
KOLAR,Kolar,March,2016,29.77,400
KOLAR,Kolar,March,2015,156.99,400
KOLAR,Kolar,December,2016,52.7,334
KOLAR,Kolar,December,2016,52.7,334
KOLAR,Kolar,February,2018,4.9,354
KOLAR,Kolar,November,2016,52.7,400
KOLAR,Kolar,March,2018,51.7,434
KOLAR,Kolar,August,2016,52.7,500
KOLAR,Kolar,March,2018,51.7,500
KOLAR,Kolar,April,2017,34.83,567
KOLAR,Kolar,January,2018,0,520
KOLAR,Kolar,April,2017,34.83,667
KOLAR,Kolar,February,2019,46.2,567
KOLAR,Kolar,April,2018,21.9,567
KOLAR,Kolar,March,2018,51.7,567
KOLAR,Kolar,February,2019,46.2,600
KOLAR,Kolar,September,2018,113.3,600
KOLAR,Kolar,February,2019,46.2,633
KOLAR,Kolar,June,2018,42.9,634
KOLAR,Kolar,April,2016,9.37,667
KOLAR,Kolar,June,2017,97.33,867
KOLAR,Kolar,April,2017,34.83,867
KOLAR,Kolar,August,2018,41.3,734
KOLAR,Kolar,March,2019,0,800
KOLAR,Kolar,June,2018,42.9,800
KOLAR,Kolar,October,2016,52.7,1133
KOLAR,Kolar,January,2019,6.7,866
KOLAR,Kolar,November,2019,19.9,820
KOLAR,Kolar,August,2016,52.7,1334
KOLAR,Kolar,June,2018,42.9,1200
KOLAR,Kolar,September,2016,52.7,1067
KOLAR,Kolar,November,2016,52.7,400
HASSAN,Channarayapatna,August,2018,139.4,1000
HASSAN,Channarayapatna,June,2015,40.89,1000
HASSAN,Channarayapatna,April,2020,47.2,1000
HASSAN,Channarayapatna,December,2019,25.2,1000
HASSAN,Channarayapatna,January,2020,0.2,1000
HASSAN,Channarayapatna,July,2020,177.3,1500
HASSAN,Channarayapatna,November,2020,26.9,3000
HASSAN,Channarayapatna,June,2019,91.6,3500
HASSAN,Channarayapatna,December,2019,25.2,4000
KOLAR,Chickkaballapura,April,2017,34.83,600
KOLAR,Chickkaballapura,May,2017,97.33,470
KOLAR,Chickkaballapura,May,2017,97.33,500
KOLAR,Chickkaballapura,February,2015,30.05,500
KOLAR,Chickkaballapura,September,2015,207.22,600
KOLAR,Chickkaballapura,April,2017,34.83,600
KOLAR,Chickkaballapura,August,2015,207.22,670
KOLAR,Chickkaballapura,September,2015,207.22,700
KOLAR,Chickkaballapura,September,2015,207.22,600
KOLAR,Chickkaballapura,September,2015,207.22,700
KOLAR,Chickkaballapura,December,2017,97.33,840
KOLAR,Chickkaballapura,December,2017,97.33,770
KOLAR,Chickkaballapura,February,2018,4.9,430
KOLAR,Chickkaballapura,January,2018,0,400
KOLAR,Chickkaballapura,May,2018,134.5,650
KOLAR,Chickkaballapura,January,2018,0,450
KOLAR,Chickkaballapura,December,2016,52.7,280
KOLAR,Chickkaballapura,December,2016,52.7,290
KOLAR,Chickkaballapura,December,2016,52.7,290
KOLAR,Chickkaballapura,December,2016,52.7,300
KOLAR,Chickkaballapura,January,2017,0.92,300
KOLAR,Chickkaballapura,November,2016,52.7,425
KOLAR,Chickkaballapura,October,2018,75,500
KOLAR,Chickkaballapura,August,2016,52.7,450
KOLAR,Chickkaballapura,September,2018,113.3,490
KOLAR,Chickkaballapura,October,2016,52.7,450
KOLAR,Chickkaballapura,May,2017,97.33,550
KOLAR,Chickkaballapura,March,2018,51.7,640
KOLAR,Chickkaballapura,April,2016,9.37,700
KOLAR,Chickkaballapura,November,2018,11.9,770
KOLAR,Chickkaballapura,December,2018,6.3,880
KOLAR,Chickkaballapura,December,2018,6.3,880
KOLAR,Chickkaballapura,April,2016,9.37,1000
KOLAR,Chickkaballapura,April,2020,67.4,450
KOLAR,Chickkaballapura,November,2018,11.9,580
KOLAR,Chickkaballapura,April,2020,67.4,500
KOLAR,Chickkaballapura,October,2018,75,600
KOLAR,Chickkaballapura,April,2020,67.4,550
KOLAR,Chickkaballapura,April,2020,67.4,600
KOLAR,Chickkaballapura,November,2018,11.9,750
KOLAR,Chickkaballapura,August,2016,52.7,550
KOLAR,Chickkaballapura,February,2016,12.82,600
CHAMARAJANAGAR,Chamaraj Nagar,June,2020,87.8,600
BENGALURU URBAN,Channapatana,January,2018,0,250
BENGALURU URBAN,Channapatana,February,2020,0,400
BENGALURU URBAN,Channapatana,November,2016,59.55,400
BENGALURU URBAN,Channapatana,November,2016,59.55,400
BENGALURU URBAN,Channapatana,August,2018,95,400
BENGALURU URBAN,Channapatana,March,2018,47.4,450
BENGALURU URBAN,Channapatana,February,2020,0,500
BENGALURU URBAN,Channapatana,August,2018,95,450
BENGALURU URBAN,Channapatana,September,2018,158.5,500
BENGALURU URBAN,Channapatana,March,2018,47.4,500
BENGALURU URBAN,Channapatana,August,2018,95,500
BENGALURU URBAN,Channapatana,February,2019,31.8,525
BENGALURU URBAN,Channapatana,September,2018,158.5,550
BENGALURU URBAN,Channapatana,April,2018,24,550
BENGALURU URBAN,Channapatana,February,2020,0,750
BENGALURU URBAN,Channapatana,May,2018,196.9,750
BENGALURU URBAN,Channapatana,May,2016,59.55,475
BENGALURU URBAN,Channapatana,August,2016,59.55,500
BENGALURU URBAN,Channapatana,February,2016,13.06,500
BENGALURU URBAN,Channapatana,February,2015,11.13,500
BENGALURU URBAN,Channapatana,March,2016,37.09,500
BENGALURU URBAN,Channapatana,September,2018,158.5,500
BENGALURU URBAN,Channapatana,August,2018,95,500
BENGALURU URBAN,Channapatana,April,2020,106.3,550
BENGALURU URBAN,Channapatana,April,2018,24,600
BENGALURU URBAN,Channapatana,February,2016,13.06,600
BENGALURU URBAN,Channapatana,March,2019,0,700
BENGALURU URBAN,Channapatana,February,2019,31.8,750
BENGALURU URBAN,Channapatana,February,2019,31.8,800
BENGALURU URBAN,Channapatana,May,2018,196.9,750
BENGALURU URBAN,Channapatana,January,2020,0.1,900
BENGALURU URBAN,Channapatana,September,2018,158.5,550
BENGALURU URBAN,Channapatana,April,2020,106.3,600
BENGALURU URBAN,Channapatana,May,2020,90.7,650
BENGALURU URBAN,Channapatana,September,2016,59.55,550
BENGALURU URBAN,Channapatana,April,2015,8.01,600
BENGALURU URBAN,Channapatana,November,2016,59.55,600
BENGALURU URBAN,Channapatana,September,2015,49.8,600
BENGALURU URBAN,Channapatana,March,2015,30.6,600
BENGALURU URBAN,Channapatana,August,2015,49.8,600
BENGALURU URBAN,Channapatana,January,2015,0.06,600
BENGALURU URBAN,Channapatana,May,2017,103.68,700
BENGALURU URBAN,Channapatana,June,2018,71.1,700
BENGALURU URBAN,Channapatana,February,2020,0,750
BENGALURU URBAN,Channapatana,November,2020,64.7,800
BENGALURU URBAN,Channapatana,March,2019,0,800
BENGALURU URBAN,Channapatana,December,2018,5.9,800
BENGALURU URBAN,Channapatana,December,2020,11.6,900
BENGALURU URBAN,Channapatana,January,2020,0.1,1000
BENGALURU URBAN,Channapatana,January,2020,0.1,1100
KOLAR,Kolar,January,2018,0,367
KOLAR,Kolar,June,2018,42.9,800
KOLAR,Kolar,February,2016,12.82,634
KOLAR,Kolar,February,2015,30.05,600
KOLAR,Kolar,March,2020,12.4,533
KOLAR,Kolar,March,2020,12.4,600
KOLAR,Kolar,November,2019,19.9,687
KOLAR,Kolar,December,2019,18,847
KOLAR,Kolar,November,2019,19.9,753
KOLAR,Kolar,December,2020,29.4,933
KOLAR,Kolar,March,2019,0,1000
KOLAR,Kolar,January,2020,0,933
KOLAR,Kolar,November,2019,19.9,1010
KOLAR,Kolar,April,2019,75.5,1167
KOLAR,Kolar,November,2019,19.9,846
KOLAR,Kolar,September,2019,127,1467
KOLAR,Kolar,December,2016,52.7,414
KOLAR,Kolar,February,2018,4.9,434
KOLAR,Kolar,March,2018,51.7,434
KOLAR,Kolar,November,2016,52.7,534
KOLAR,Kolar,August,2018,41.3,500
KOLAR,Kolar,October,2018,75,600
KOLAR,Kolar,December,2018,6.3,633
KOLAR,Kolar,March,2019,0,667
KOLAR,Kolar,September,2016,52.7,800
KOLAR,Kolar,December,2018,6.3,700
KOLAR,Kolar,September,2018,113.3,734
KOLAR,Kolar,January,2019,6.7,767
KOLAR,Kolar,January,2017,0.92,1000
KOLAR,Kolar,March,2019,0,833
KOLAR,Kolar,June,2018,42.9,834
KOLAR,Kolar,January,2017,0.92,1000
KOLAR,Kolar,March,2017,45.4,1134
KOLAR,Kolar,June,2018,42.9,867
KOLAR,Kolar,July,2018,42.3,900
KOLAR,Kolar,August,2015,207.22,934
KOLAR,Kolar,August,2019,82.7,1000
KOLAR,Kolar,August,2019,82.7,1000
KOLAR,Kolar,September,2016,52.7,1334
KOLAR,Kolar,March,2017,45.4,1467
KOLAR,Kolar,July,2018,42.3,1167
KOLAR,Kolar,September,2017,97.33,1167
KOLAR,Kolar,January,2017,0.92,1600
KOLAR,Kolar,December,2017,97.33,1234
KOLAR,Kolar,October,2019,165.9,1220
KOLAR,Kolar,September,2016,52.7,1133
KOLAR,Kolar,January,2017,0.92,1134
KOLAR,Kolar,June,2017,97.33,2334
KOLAR,Kolar,January,2016,0.76,1066
KOLAR,Kolar,December,2019,18,813
KOLAR,Kolar,October,2018,75,934
KOLAR,Kolar,January,2016,0.76,1167
KOLAR,Kolar,December,2019,18,947
KOLAR,Kolar,April,2016,9.37,1667
KOLAR,Kolar,October,2017,97.33,1467
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",May,2017,103.68,800
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",March,2020,9.8,900
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",January,2015,0.06,900
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",February,2015,11.13,900
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",September,2019,187.7,1000
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",April,2017,23.85,1000
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",September,2019,187.7,1000
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",September,2015,49.8,1000
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",May,2020,90.7,1000
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",April,2017,23.85,1100
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",June,2018,71.1,1200
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",December,2018,5.9,1300
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",November,2015,49.8,1300
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",February,2019,31.8,1300
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",June,2015,49.8,1300
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",June,2020,131.5,1300
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",January,2016,0.41,1300
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",January,2015,0.06,1400
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",January,2020,0.1,1500
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",July,2018,66.7,1400
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",October,2015,49.8,1500
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",December,2020,11.6,1500
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",July,2020,155.3,1500
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",December,2019,11,1600
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",August,2020,61.9,1600
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",August,2019,143.5,1800
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",August,2019,143.5,1800
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",August,2019,143.5,1800
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",April,2017,23.85,1800
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",July,2020,155.3,1700
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",July,2015,49.8,1800
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",March,2019,0,1800
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",March,2017,58.28,1800
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",November,2020,64.7,1900
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",November,2020,64.7,2100
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",July,2020,155.3,2100
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",June,2020,131.5,2100
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",October,2015,49.8,2200
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",May,2015,49.8,2300
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",August,2019,143.5,2300
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",October,2019,254.1,2500
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",April,2019,27.4,2500
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",April,2019,27.4,2800
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",October,2020,184.8,2300
BENGALURU URBAN,"Binny Mill (F&V), Bangalore",May,2015,49.8,2300
KOLAR,Kolar,June,2020,76.9,1400
KOLAR,Kolar,September,2017,97.33,1534
KOLAR,Kolar,February,2017,16.18,2334
KOLAR,Kolar,February,2015,30.05,733
KOLAR,Kolar,April,2015,19.8,666
KOLAR,Kolar,October,2015,207.22,1300
KOLAR,Kolar,January,2019,6.7,1233
KOLAR,Kolar,October,2015,207.22,1500
KOLAR,Kolar,November,2017,97.33,2087
KOLAR,Kolar,August,2020,118.2,1467
KOLAR,Kolar,May,2019,96.6,1767
KOLAR,Kolar,July,2020,327.5,1333
KOLAR,Kolar,September,2019,127,1867
KOLAR,Kolar,October,2017,97.33,2134
KOLAR,Kolar,September,2015,207.22,1467
KOLAR,Kolar,May,2015,207.22,1066
KOLAR,Kolar,October,2017,97.33,2233
KOLAR,Kolar,May,2015,207.22,933
KOLAR,Kolar,November,2020,140.6,1467
KOLAR,Kolar,June,2019,68.9,1500
KOLAR,Kolar,June,2019,68.9,1733
KOLAR,Kolar,October,2020,161.3,1667
KOLAR,Kolar,June,2020,76.9,1733
KOLAR,Kolar,September,2020,178.7,1867
KOLAR,Kolar,July,2020,327.5,1667
KOLAR,Kolar,January,2019,6.7,2167
KOLAR,Kolar,May,2016,52.7,3200
KOLAR,Kolar,July,2020,327.5,1867
KOLAR,Kolar,August,2017,97.33,2500
KOLAR,Kolar,October,2020,161.3,1600
KOLAR,Kolar,June,2016,52.7,3000
KOLAR,Kolar,July,2015,207.22,1400
KOLAR,Kolar,July,2017,97.33,4500
KOLAR,Kolar,July,2015,207.22,1460
KOLAR,Kolar,November,2015,207.22,3167
KOLAR,Kolar,August,2020,118.2,1867
KOLAR,Kolar,September,2020,178.7,2000
KOLAR,Kolar,July,2020,327.5,2000
KOLAR,Kolar,June,2016,52.7,4334
MANDYA,Maddur,November,2016,39.47,400
KOLAR,Malur,February,2020,0,500
KOLAR,Malur,November,2016,52.7,1000
KOLAR,Malur,June,2017,97.33,1000
KOLAR,Malur,February,2017,16.18,1000
KOLAR,Malur,March,2017,45.4,1000
KOLAR,Malur,October,2016,52.7,1000
KOLAR,Malur,June,2017,97.33,1000
KOLAR,Malur,February,2017,16.18,1600
KOLAR,Malur,April,2016,9.37,1000
KOLAR,Malur,March,2018,51.7,1000
KOLAR,Malur,April,2018,21.9,1000
KOLAR,Malur,August,2015,207.22,1000
KOLAR,Malur,July,2015,207.22,734
KOLAR,Malur,March,2017,45.4,1272
KOLAR,Malur,April,2017,34.83,1000
KOLAR,Malur,November,2018,11.9,800
KOLAR,Malur,August,2015,207.22,967
KOLAR,Chickkaballapura,February,2015,30.05,700
KOLAR,Chickkaballapura,September,2019,127,685
KOLAR,Chickkaballapura,June,2018,42.9,840
KOLAR,Chickkaballapura,January,2020,0,715
KOLAR,Chickkaballapura,February,2019,46.2,900
KOLAR,Chickkaballapura,January,2015,0.37,900
KOLAR,Chickkaballapura,September,2019,127,950
KOLAR,Chickkaballapura,September,2019,127,840
KOLAR,Chickkaballapura,July,2015,207.22,1100
KOLAR,Chickkaballapura,January,2015,0.37,1150
KOLAR,Chickkaballapura,March,2019,0,1170
KOLAR,Chickkaballapura,October,2015,207.22,1200
KOLAR,Chickkaballapura,July,2016,52.7,1200
KOLAR,Chickkaballapura,May,2015,207.22,1500
KOLAR,Chickkaballapura,June,2015,207.22,1500
KOLAR,Chickkaballapura,September,2019,127,1400
KOLAR,Chickkaballapura,January,2019,6.7,1115
KOLAR,Chickkaballapura,January,2019,6.7,1150
KOLAR,Chickkaballapura,January,2019,6.7,1150
KOLAR,Chickkaballapura,June,2020,76.9,1190
KOLAR,Chickkaballapura,June,2020,76.9,1190
KOLAR,Chickkaballapura,January,2017,0.92,550
KOLAR,Chickkaballapura,January,2017,0.92,550
KOLAR,Chickkaballapura,February,2020,0,700
KOLAR,Chickkaballapura,March,2020,12.4,720
KOLAR,Chickkaballapura,February,2020,0,750
KOLAR,Chickkaballapura,March,2020,12.4,750
KOLAR,Chickkaballapura,July,2018,42.3,1000
KOLAR,Chickkaballapura,March,2018,51.7,950
KOLAR,Chickkaballapura,December,2019,18,950
KOLAR,Chickkaballapura,June,2017,97.33,1000
KOLAR,Chickkaballapura,April,2017,34.83,1200
KOLAR,Chickkaballapura,November,2019,19.9,990
KOLAR,Chickkaballapura,January,2020,0,1000
KOLAR,Chickkaballapura,August,2019,82.7,1210
KOLAR,Chickkaballapura,August,2019,82.7,1250
KOLAR,Chickkaballapura,March,2019,0,1400
KOLAR,Chickkaballapura,December,2019,18,1430
KOLAR,Chickkaballapura,October,2020,161.3,1300
KOLAR,Chickkaballapura,October,2020,161.3,1350
KOLAR,Chickkaballapura,April,2019,75.5,1500
KOLAR,Chickkaballapura,January,2020,0,1550
KOLAR,Chickkaballapura,May,2019,96.6,1600
KOLAR,Chickkaballapura,July,2018,42.3,1700
KOLAR,Chickkaballapura,October,2019,165.9,1600
KOLAR,Chickkaballapura,July,2019,36.1,1800
KOLAR,Chickkaballapura,July,2017,97.33,3000
KOLAR,Chickkaballapura,January,2017,0.92,1000
KOLAR,Chickkaballapura,March,2017,45.4,1800
KOLAR,Chickkaballapura,April,2019,75.5,1600
KOLAR,Malur,April,2020,67.4,1000
KOLAR,Malur,September,2018,113.3,1000
KOLAR,Malur,August,2016,52.7,1500
KOLAR,Malur,October,2015,207.22,1000
KOLAR,Malur,September,2015,207.22,1020
KOLAR,Malur,November,2015,207.22,1125
KOLAR,Malur,August,2015,207.22,1100
KOLAR,Malur,July,2017,97.33,1875
KOLAR,Malur,January,2016,0.76,785
KOLAR,Malur,January,2020,0,1000
KOLAR,Malur,October,2015,207.22,1150
KOLAR,Malur,November,2019,19.9,1062
KOLAR,Malur,December,2015,207.22,1300
KOLAR,Malur,October,2019,165.9,1428
KOLAR,Malur,December,2019,18,1367
KOLAR,Malur,October,2019,165.9,2000
KOLAR,Malur,July,2020,327.5,2000
KOLAR,Malur,December,2019,18,2000
KOLAR,Malur,August,2019,82.7,2000
KOLAR,Malur,October,2019,165.9,2000
KOLAR,Malur,June,2019,68.9,2500
KOLAR,Malur,August,2017,97.33,2500
KOLAR,Malur,June,2016,52.7,1520
KOLAR,Malur,June,2016,52.7,1740
DAKSHINA KANNADA,Mangalore,May,2020,172.6,1400
DAKSHINA KANNADA,Mangalore,September,2020,821.7,3000
DAKSHINA KANNADA,Mangalore,August,2020,952.6,3000
DAKSHINA KANNADA,Mangalore,August,2020,952.6,3000
KOLAR,Mulabagilu,May,2020,91.9,335
KOLAR,Mulabagilu,April,2020,67.4,335
KOLAR,Mulabagilu,March,2015,156.99,335
KOLAR,Mulabagilu,November,2016,52.7,265
KOLAR,Mulabagilu,November,2016,52.7,265
KOLAR,Mulabagilu,November,2016,52.7,265
KOLAR,Mulabagilu,April,2016,9.37,300
KOLAR,Mulabagilu,December,2016,52.7,300
KOLAR,Mulabagilu,April,2017,34.83,300
KOLAR,Mulabagilu,November,2016,52.7,300
KOLAR,Mulabagilu,March,2016,29.77,300
KOLAR,Mulabagilu,May,2017,97.33,335
KOLAR,Mulabagilu,March,2016,29.77,335
KOLAR,Mulabagilu,April,2017,34.83,335
KOLAR,Mulabagilu,March,2016,29.77,365
KOLAR,Mulabagilu,January,2018,0,400
KOLAR,Mulabagilu,February,2016,12.82,400
KOLAR,Mulabagilu,August,2015,207.22,365
KOLAR,Mulabagilu,April,2020,67.4,400
KOLAR,Mulabagilu,May,2018,134.5,435
KOLAR,Mulabagilu,September,2018,113.3,435
KOLAR,Mulabagilu,May,2017,97.33,435
KOLAR,Mulabagilu,December,2017,97.33,435
KOLAR,Mulabagilu,February,2015,30.05,465
KOLAR,Mulabagilu,August,2015,207.22,500
KOLAR,Mulabagilu,September,2018,113.3,535
KOLAR,Mulabagilu,February,2015,30.05,535
KOLAR,Mulabagilu,May,2017,97.33,535
KOLAR,Mulabagilu,August,2015,207.22,535
KOLAR,Mulabagilu,May,2017,97.33,535
KOLAR,Mulabagilu,March,2018,51.7,535
KOLAR,Mulabagilu,April,2018,21.9,565
KOLAR,Mulabagilu,June,2020,76.9,600
KOLAR,Mulabagilu,April,2018,21.9,600
KOLAR,Mulabagilu,September,2018,113.3,600
KOLAR,Mulabagilu,October,2016,52.7,465
KOLAR,Mulabagilu,February,2015,30.05,535
KOLAR,Mulabagilu,September,2016,52.7,535
KOLAR,Mulabagilu,August,2015,207.22,535
KOLAR,Mulabagilu,April,2018,21.9,600
KOLAR,Mulabagilu,December,2020,29.4,866
KOLAR,Mulabagilu,November,2019,19.9,1166
KOLAR,Mulabagilu,September,2019,127,1500
KOLAR,Mulabagilu,September,2019,127,1500
KOLAR,Mulabagilu,February,2020,0,533
KOLAR,Mulabagilu,March,2020,12.4,533
KOLAR,Mulabagilu,August,2016,52.7,565
KOLAR,Mulabagilu,March,2015,156.99,635
KOLAR,Mulabagilu,December,2019,18,600
KOLAR,Mulabagilu,November,2018,11.9,665
KOLAR,Mulabagilu,August,2018,41.3,665
KOLAR,Mulabagilu,August,2018,41.3,665
KOLAR,Mulabagilu,August,2018,41.3,665
KOLAR,Mulabagilu,October,2018,75,665
KOLAR,Mulabagilu,April,2016,9.37,665
KOLAR,Mulabagilu,October,2018,75,665
KOLAR,Mulabagilu,March,2020,12.4,665
KOLAR,Mulabagilu,September,2016,52.7,665
KOLAR,Mulabagilu,September,2018,113.3,665
KOLAR,Mulabagilu,April,2015,19.8,665
KOLAR,Mulabagilu,March,2018,51.7,665
KOLAR,Mulabagilu,October,2016,52.7,665
KOLAR,Mulabagilu,July,2018,42.3,700
KOLAR,Mulabagilu,April,2017,34.83,700
KOLAR,Mulabagilu,January,2017,0.92,700
KOLAR,Mulabagilu,September,2015,207.22,735
KOLAR,Mulabagilu,October,2018,75,735
KOLAR,Mulabagilu,June,2018,42.9,765
KOLAR,Mulabagilu,January,2017,0.92,765
KOLAR,Mulabagilu,May,2017,97.33,765
KOLAR,Mulabagilu,October,2018,75,765
KOLAR,Mulabagilu,July,2018,42.3,765
KOLAR,Mulabagilu,January,2020,0,665
KOLAR,Mulabagilu,January,2020,0,665
KOLAR,Mulabagilu,March,2019,0,835
KOLAR,Mulabagilu,September,2016,52.7,835
KOLAR,Mulabagilu,October,2016,52.7,835
KOLAR,Mulabagilu,September,2016,52.7,835
CHIKKAMAGALURU,Chikkamagalore,February,2017,14.65,1219
CHIKKAMAGALURU,Chikkamagalore,May,2017,125.51,1141
CHIKKAMAGALURU,Chikkamagalore,July,2018,670.2,1200
CHIKKAMAGALURU,Chikkamagalore,December,2018,8.4,1259
CHIKKAMAGALURU,Chikkamagalore,February,2017,14.65,1162
CHIKKAMAGALURU,Chikkamagalore,November,2019,21.5,1290
CHIKKAMAGALURU,Chikkamagalore,May,2015,92.98,1500
CHIKKAMAGALURU,Chikkamagalore,June,2015,92.98,1500
CHIKKAMAGALURU,Chikkamagalore,December,2019,38.3,1471
CHIKKAMAGALURU,Chikkamagalore,July,2016,103.47,1535
CHIKKAMAGALURU,Chikkamagalore,October,2019,404.9,1875
CHIKKAMAGALURU,Chikkamagalore,January,2019,0,1619
CHIKKAMAGALURU,Chikkamagalore,April,2019,38.3,1682
CHIKKAMAGALURU,Chikkamagalore,April,2017,10.93,1785
CHIKKAMAGALURU,Chikkamagalore,September,2019,387.1,1781
CHIKKAMAGALURU,Chikkamagalore,January,2016,0.17,2000
CHIKKAMAGALURU,Chikkamagalore,December,2015,92.98,2000
CHIKKAMAGALURU,Chikkamagalore,May,2016,103.47,2000
CHIKKAMAGALURU,Chikkamagalore,October,2020,161.2,2044
CHIKKAMAGALURU,Chikkamagalore,March,2017,99.92,2065
CHIKKAMAGALURU,Chikkamagalore,November,2020,32.7,2103
CHIKKAMAGALURU,Chikkamagalore,July,2019,506.4,2226
CHIKKAMAGALURU,Chikkamagalore,October,2017,125.51,2367
CHIKKAMAGALURU,Chikkamagalore,August,2019,988.7,2536
CHIKKAMAGALURU,Chikkamagalore,September,2019,387.1,2552
CHIKKAMAGALURU,Chikkamagalore,January,2019,0,2666
